税务局,备案编号,发改局基建工程批准立项信息,对外贸易经营者备案登记情况,变更登记信息,工商开业登记信息,外国文教类专家信息(JKRS1),企业用水信息(JKGZ1),佛山市农业龙头企业信息,房地产交易信息(JKJS1),单位房屋产权信息表,组织机构代码信息
自然资源局,容积率,失信被执行人信息（自然人）,建设用地规划许可证信息,建设工程规划许可证信息JKGH2,外国文教类专家信息(JKRS1),纳税信用等级纳税人备案信息,土地交易信息表,组织机构代码信息,房地产开发预售明细信息(JKJS2),出租屋详细信息,重点建设项目计划信息
自然资源局,开户名称,企业基本信息,工商开业登记信息,组织机构代码信息,重点建设项目计划信息,高新技术企业认定信息,财政直接支付信息(JKCZ2),高企认定或拟认定名单,建设工程规划管理验收合格证,人口基础信息表,水费收集信息(包含企业用水信息)
检察院,联系电话,高企认定或拟认定名单,人口基础信息表,流动人口登记表,水费收集信息(包含企业用水信息),专业技术人员信息,房屋建筑工程竣工验收备案信息(JKJS6),用气信息,组织机构代码信息,残疾人基本信息,对外贸易经营者备案登记情况
纪委,学历专业,专业技术人员信息,律师基本信息采集表,人口基础信息表,流动人口表,流动人口登记表,自然人信息表,暂住证业务表,残疾人基本信息,房屋建筑工程竣工验收备案信息(JKJS6),住房公积金个人公积金年度汇缴明细信息
行政服务中心,项目名称,发改局基建工程批准立项信息,建设工程规划许可证信息JKGH2,失信被执行人信息（自然人）,建设用地规划许可证信息,残疾人管理,外国文教类专家信息(JKRS1),房地产开发预售明细信息(JKJS2),出租屋详细信息,土地交易信息表,企业用水信息(JKGZ1)
公安,所在社区,厂企信息（网格）,小作坊信息（网格）,残疾人基本信息,房屋建筑工程竣工验收备案信息(JKJS6),幼儿园,暂住证业务表,食品经营企业信息,流动人口登记表,佛山市安置残疾人单位信息(JKCL1),用气信息
农商行,法定代表人,纳税信用等级纳税人备案信息,国税欠税信息,工商开业登记信息,食品经营企业信息,建设工程规划管理验收合格证,环保信用严管企业,内资企业设立登记公告数据,统一社会信用代码,幼儿园,企业用水信息(JKGZ1)
纪委,奖项名称,工商开业登记信息,高企认定或拟认定名单,建设用地规划许可证信息,住房公积金个人公积金年度汇缴明细信息,对外贸易经营者备案登记情况,水费收集信息(包含企业用水信息),单位房屋产权信息表,建设工程规划许可证信息JKGH2,外国文教类专家信息(JKRS1),企业用水信息(JKGZ1)
政数局,服务时间,厂企信息（网格）,慈善组织,房屋建筑工程竣工验收备案信息(JKJS6),小作坊信息（网格）,现场检查记录,高企认定或拟认定名单,组织机构代码信息,<EOP>,残疾人基本信息,建设用地规划许可证信息
检察院,备案编号,发改局基建工程批准立项信息,对外贸易经营者备案登记情况,变更登记信息,工商开业登记信息,佛山市农业龙头企业信息,企业用水信息(JKGZ1),年度奖励扶持企业情况,水费收集信息(包含企业用水信息),内资企业设立登记公告数据,工贸企业安全生产标准化三级达标企业信息
人才办,内容,高企认定或拟认定名单,外国文教类专家信息(JKRS1),单位房屋产权信息表,暂住证业务表,房地产交易信息(JKJS1),流动人口表,流动人口登记表,工商开业登记信息,年度奖励扶持企业情况,人口基础信息表
金融办,主要建设内容,建设用地规划许可证信息,发改局基建工程批准立项信息,建设工程规划许可证信息JKGH2,外国文教类专家信息(JKRS1),失信被执行人信息（自然人）,房屋建筑工程竣工验收备案信息(JKJS6),高企认定或拟认定名单,土地交易信息表,佛山市安置残疾人单位信息(JKCL1),现场检查记录
法院,入住日期,流动人口表,流动人口登记表,出租屋详细信息,用电量信息表,建设项目情况信息(JKJS3),常住人口基本信息,暂住证业务表,律师基本信息采集表,住房公积金个人公积金年度汇缴明细信息,房地产交易信息(JKJS1)
公安,更新时间,发改局基建工程批准立项信息,吊销登记信息,土地交易信息表,变更登记信息,工商开业登记信息,住房公积金个人公积金年度汇缴明细信息,法定代表人正式信息表,用电量信息表,国税欠税信息,工贸企业安全生产标准化三级达标企业信息
法院,检验有效期,单位房屋产权信息表,企业基本信息,食品经营企业信息,暂住证业务表,纳税信用等级纳税人备案信息,工商开业登记信息,重点建设项目计划信息,组织机构代码信息,残疾人管理,厂企信息（网格）
镇街7,避孕节育措施,流动人口表,常住人口基本信息,流动人口登记表,暂住证业务表,社会团体信息(JKMZ2),民办非企业单位信息(JKMZ1),人口基础信息表,住房公积金个人公积金年度汇缴明细信息,食品经营企业信息,出租屋详细信息
检察院,注销日期,高新技术企业认定信息,组织机构代码信息,重点建设项目计划信息,企业基本信息,违法违章受处罚企业信息,单位房屋产权信息表,纳税信用等级纳税人备案信息,暂住证业务表,对外贸易经营者备案登记情况,佛山市农业龙头企业信息
金融办,法人代表,工商开业登记信息,企业基本信息,内资企业设立登记公告数据,纳税信用等级纳税人备案信息,国税欠税信息,对外贸易经营者备案登记情况,水费收集信息(包含企业用水信息),食品经营企业信息,违法违章受处罚企业信息,发改局基建工程批准立项信息
法院,纬度,小作坊信息（网格）,厂企信息（网格）,企业基本信息,暂住证业务表,律师基本信息采集表,流动人口登记表,出租屋详细信息,慈善组织,用电量信息表,食品经营企业信息
金融办,性别,房屋建筑工程竣工验收备案信息(JKJS6),人口基础信息表,专业技术人员信息,流动人口登记表,律师基本信息采集表,常住人口基本信息,流动人口表,外商投资企业新设信息表,暂住证业务表,住房公积金个人公积金年度汇缴明细信息
公安,户籍地址,流动人口登记表,暂住证业务表,常住人口基本信息,住房公积金个人公积金年度汇缴明细信息,出租屋详细信息,专业技术人员信息,流动人口表,房屋建筑工程竣工验收备案信息(JKJS6),用气信息,人口基础信息表
纪委,受理日期,专业技术人员信息,建设工程规划许可证信息JKGH2,失信被执行人信息（自然人）,纳税信用等级纳税人备案信息,高企认定或拟认定名单,幼儿园,暂住证业务表,残疾人基本信息,单位房屋产权信息表,外国文教类专家信息(JKRS1)
行政服务中心,检查情况,现场检查记录,食品经营企业信息,暂住证业务表,单位房屋产权信息表,纳税信用等级纳税人备案信息,外国文教类专家信息(JKRS1),幼儿园,涉及职业危害作业场所,残疾人基本信息,发改局基建工程批准立项信息
金融办,地址,纳税信用等级纳税人备案信息,高企认定或拟认定名单,建设用地规划许可证信息,现场检查记录,建设工程规划许可证信息JKGH2,用电量信息表,企业用水信息(JKGZ1),厂企信息（网格）,内资企业设立登记公告数据,房屋建筑工程竣工验收备案信息(JKJS6)
政数局,土地证号,出租屋详细信息,土地交易信息表,房地产交易信息(JKJS1),商品房预售项目信息表,外国文教类专家信息(JKRS1),失信被执行人信息（自然人）,暂住证业务表,佛山市安置残疾人单位信息(JKCL1),食品经营企业信息,房地产开发预售明细信息(JKJS2)
公安,登记注册类型,纳税信用等级纳税人备案信息,建设工程规划管理验收合格证,幼儿园,国税欠税信息,工商开业登记信息,违法违章受处罚企业信息,企业基本信息,企业用水信息(JKGZ1),食品经营企业信息,水费收集信息(包含企业用水信息)
人才办,鉴定时间,流动人口表,流动人口登记表,暂住证业务表,外国文教类专家信息(JKRS1),房屋建筑工程竣工验收备案信息(JKJS6),残疾人基本信息,单位房屋产权信息表,人口基础信息表,现场检查记录,律师基本信息采集表
金融办,传真,对外贸易经营者备案登记情况,律师基本信息采集表,高企认定或拟认定名单,组织机构代码信息,企业基本信息,工商开业登记信息,厂企信息（网格）,单位房屋产权信息表,建设用地规划许可证信息,财政直接支付信息(JKCZ2)
纪委,持证情况,流动人口表,流动人口登记表,暂住证业务表,房屋建筑工程竣工验收备案信息(JKJS6),食品经营企业信息,现场检查记录,人口基础信息表,残疾人基本信息,单位房屋产权信息表,出租屋详细信息
检察院,交易金额,房地产交易信息(JKJS1),对外贸易经营者备案登记情况,企业基本信息,工商开业登记信息,土地交易信息表,财政直接支付信息(JKCZ2),年度奖励扶持企业情况,发改局基建工程批准立项信息,组织机构代码信息,佛山市农业龙头企业信息
税务局,组织机构代码,工商开业登记信息,高新技术企业认定信息,危险化学品生产许可证核发信息,水费收集信息(包含企业用水信息),吊销登记信息,环保信用严管企业,组织机构代码信息,幼儿园,工程建设单位项目业绩信息(JKJS17),建设工程规划管理验收合格证
公安,个人编号,残疾人基本信息,专业技术人员信息,人口基础信息表,用气信息,房屋建筑工程竣工验收备案信息(JKJS6),建设工程规划管理验收合格证,暂住证业务表,住房公积金个人公积金年度汇缴明细信息,幼儿园,工程建设单位项目业绩信息(JKJS17)
法院,成交金额,土地交易信息表,房地产交易信息(JKJS1),暂住证业务表,企业基本信息,出租屋详细信息,商品房预售项目信息表,佛山市安置残疾人单位信息(JKCL1),财政直接支付信息(JKCZ2),佛山市农业龙头企业信息,法定代表人正式信息表
法院,负责人,现场检查记录,企业基本信息,涉及职业危害作业场所,慈善组织,佛山市安置残疾人单位信息(JKCL1),暂住证业务表,财政直接支付信息(JKCZ2),单位房屋产权信息表,小作坊信息（网格）,用电量信息表
税务局,更新时间,工商开业登记信息,法定代表人正式信息表,高新技术企业认定信息,变更登记信息,吊销登记信息,用电量信息表,发改局基建工程批准立项信息,土地交易信息表,企业用户基本信息,工贸企业安全生产标准化三级达标企业信息
政数局,预售金额,发改局基建工程批准立项信息,房地产交易信息(JKJS1),残疾人管理,商品房预售项目信息表,食品经营企业信息,出租屋详细信息,纳税信用等级纳税人备案信息,单位房屋产权信息表,财政直接支付信息(JKCZ2),外国文教类专家信息(JKRS1)
纪委,发证日期,幼儿园,单位房屋产权信息表,工贸企业安全生产标准化三级达标企业信息,食品经营企业信息,暂住证业务表,高新技术企业认定信息,房屋建筑工程竣工验收备案信息(JKJS6),出租屋详细信息,佛山市农业龙头企业信息,重点建设项目计划信息
法院,行业,暂住证业务表,企业基本信息,出租屋详细信息,发改局基建工程批准立项信息,工商开业登记信息,道路运输经营信息采集表,常住人口基本信息,律师基本信息采集表,土地交易信息表,法定代表人正式信息表
公安,注销日期,组织机构代码信息,企业基本信息,违法违章受处罚企业信息,高新技术企业认定信息,暂住证业务表,单位房屋产权信息表,重点建设项目计划信息,纳税信用等级纳税人备案信息,出租屋详细信息,外国文教类专家信息(JKRS1)
检察院,排量,企业基本信息,律师基本信息采集表,高新技术企业认定信息,组织机构代码信息,工商开业登记信息,住房公积金个人公积金年度汇缴明细信息,流动人口登记表,高企认定或拟认定名单,暂住证业务表,专业技术人员信息
检察院,备注,房地产交易信息(JKJS1),工商开业登记信息,水费收集信息(包含企业用水信息),住房公积金个人公积金年度汇缴明细信息,发改局基建工程批准立项信息,组织机构代码信息,企业用水信息(JKGZ1),建设工程规划许可证信息JKGH2,流动人口登记表,对外贸易经营者备案登记情况
行政服务中心,移动电话,流动人口表,流动人口登记表,暂住证业务表,常住人口基本信息,律师基本信息采集表,出租屋详细信息,残疾人基本信息,用电量信息表,<EOP>,人口基础信息表
金融办,更新时间,用电量信息表,工商开业登记信息,变更登记信息,律师基本信息采集表,国税欠税信息,企业用户基本信息,住房公积金个人公积金年度汇缴明细信息,发改局基建工程批准立项信息,建设用地规划许可证信息,工贸企业安全生产标准化三级达标企业信息
法院,成交日期,土地交易信息表,出租屋详细信息,暂住证业务表,房地产交易信息(JKJS1),法定代表人正式信息表,外国文教类专家信息(JKRS1),发改局基建工程批准立项信息,佛山市安置残疾人单位信息(JKCL1),商品房预售项目信息表,企业基本信息
税务局,合同编号,房地产交易信息(JKJS1),土地交易信息表,外国文教类专家信息(JKRS1),变更登记信息,佛山市安置残疾人单位信息(JKCL1),违法违章受处罚企业信息,房地产开发预售明细信息(JKJS2),商品房预售项目信息表,吊销登记信息,财政直接支付信息(JKCZ2)
纪委,更新时间,用电量信息表,住房公积金个人公积金年度汇缴明细信息,流动人口表,建设用地规划许可证信息,工商开业登记信息,失信被执行人信息（自然人）,专业技术人员信息,法定代表人正式信息表,企业用户基本信息,土地交易信息表
金融办,管理级别,发改局基建工程批准立项信息,工贸企业安全生产标准化三级达标企业信息,建设用地规划许可证信息,律师基本信息采集表,企业基本信息,组织机构代码信息,出租屋详细信息,高新技术企业认定信息,用电量信息表,单位房屋产权信息表
政数局,登记地址,工商开业登记信息,暂住证业务表,内资企业设立登记公告数据,食品经营企业信息,企业基本信息,国税欠税信息,社会团体信息(JKMZ2),对外贸易经营者备案登记情况,民办非企业单位信息(JKMZ1),环保信用严管企业
金融办,附件名称,建设工程规划许可证信息JKGH2,建设用地规划许可证信息,高企认定或拟认定名单,工贸企业安全生产标准化三级达标企业信息,律师基本信息采集表,发改局基建工程批准立项信息,对外贸易经营者备案登记情况,专业技术人员信息,住房公积金个人公积金年度汇缴明细信息,企业用水信息(JKGZ1)
人才办,更新人,流动人口登记表,流动人口表,暂住证业务表,人口基础信息表,律师基本信息采集表,专业技术人员信息,出租屋详细信息,常住人口基本信息,住房公积金个人公积金年度汇缴明细信息,单位房屋产权信息表
公安,审核人,流动人口登记表,流动人口表,专业技术人员信息,暂住证业务表,律师基本信息采集表,出租屋详细信息,房屋建筑工程竣工验收备案信息(JKJS6),残疾人基本信息,住房公积金个人公积金年度汇缴明细信息,人口基础信息表
检察院,开户银行,财政直接支付信息(JKCZ2),企业基本信息,组织机构代码信息,对外贸易经营者备案登记情况,水费收集信息(包含企业用水信息),重点建设项目计划信息,高新技术企业认定信息,幼儿园,纳税信用等级纳税人备案信息,用气信息
人才办,发证时间,专业技术人员信息,律师基本信息采集表,暂住证业务表,流动人口登记表,单位房屋产权信息表,流动人口表,房屋建筑工程竣工验收备案信息(JKJS6),高新技术企业认定信息,外国文教类专家信息(JKRS1),残疾人基本信息
公安,户口性质,人口基础信息表,流动人口登记表,流动人口表,残疾人基本信息,暂住证业务表,住房公积金个人公积金年度汇缴明细信息,房屋建筑工程竣工验收备案信息(JKJS6),专业技术人员信息,常住人口基本信息,用气信息
检察院,注册号,工商开业登记信息,内资企业设立登记公告数据,变更登记信息,统一社会信用代码,环保信用严管企业,幼儿园,高新技术企业认定信息,佛山市农业龙头企业信息,水费收集信息(包含企业用水信息),对外贸易经营者备案登记情况
纪委,办学许可证号,幼儿园,单位房屋产权信息表,纳税信用等级纳税人备案信息,食品经营企业信息,建设工程规划管理验收合格证,暂住证业务表,对外贸易经营者备案登记情况,失信被执行人信息（法人或其他组织）,建设工程规划许可证信息JKGH2,水费收集信息(包含企业用水信息)
住建水利局,变更前,变更登记信息,幼儿园,工商开业登记信息,统一社会信用代码,环保信用严管企业,食品经营企业信息,商品房预售项目信息表,佛山市农业龙头企业信息,建设用地规划许可证信息,建设工程规划许可证信息JKGH2
金融办,专利类型,专业技术人员信息,高企认定或拟认定名单,组织机构代码信息,房屋建筑工程竣工验收备案信息(JKJS6),房地产交易信息(JKJS1),违法违章受处罚企业信息,律师基本信息采集表,建设工程规划许可证信息JKGH2,失信被执行人信息（自然人）,住房公积金个人公积金年度汇缴明细信息
政数局,填表人,流动人口表,流动人口登记表,专业技术人员信息,律师基本信息采集表,暂住证业务表,常住人口基本信息,人口基础信息表,住房公积金个人公积金年度汇缴明细信息,房屋建筑工程竣工验收备案信息(JKJS6),出租屋详细信息
人才办,信息等级,暂住证业务表,单位房屋产权信息表,流动人口登记表,专业技术人员信息,流动人口表,人口基础信息表,高企认定或拟认定名单,律师基本信息采集表,违法违章受处罚企业信息,食品经营企业信息
政数局,通讯地址,专业技术人员信息,对外贸易经营者备案登记情况,流动人口登记表,流动人口表,住房公积金个人公积金年度汇缴明细信息,律师基本信息采集表,高企认定或拟认定名单,建设工程规划许可证信息JKGH2,人口基础信息表,幼儿园
人才办,编号,法定代表人正式信息表,暂住证业务表,外国文教类专家信息(JKRS1),高企认定或拟认定名单,房地产交易信息(JKJS1),单位房屋产权信息表,工商开业登记信息,专业技术人员信息,住房公积金个人公积金年度汇缴明细信息,自然人信息表
镇街5,交通工具,流动人口表,流动人口登记表,人口基础信息表,常住人口基本信息,暂住证业务表,社会团体信息(JKMZ2),出租屋详细信息,残疾人基本信息,住房公积金个人公积金年度汇缴明细信息,单位房屋产权信息表
法院,注销时间,出租屋详细信息,暂住证业务表,流动人口登记表,企业基本信息,用电量信息表,单位房屋产权信息表,流动人口表,食品经营企业信息,吊销登记信息,土地交易信息表
政数局,房屋编号,出租屋详细信息,纳税信用等级纳税人备案信息,失信被执行人信息（自然人）,用电量信息表,流动人口登记表,流动人口表,暂住证业务表,土地交易信息表,商品房预售项目信息表,房地产交易信息(JKJS1)
政数局,更新时间,用电量信息表,流动人口表,常住人口基本信息,工商开业登记信息,住房公积金个人公积金年度汇缴明细信息,吊销登记信息,高新技术企业认定信息,工贸企业安全生产标准化三级达标企业信息,变更登记信息,建设用地规划许可证信息
政数局,行政职务,专业技术人员信息,律师基本信息采集表,高企认定或拟认定名单,自然人信息表,残疾人基本信息,单位房屋产权信息表,幼儿园,企业基本信息,住房公积金个人公积金年度汇缴明细信息,组织机构代码信息
金融办,企业联系电话,工商开业登记信息,企业基本信息,对外贸易经营者备案登记情况,高企认定或拟认定名单,违法违章受处罚企业信息,内资企业设立登记公告数据,财政直接支付信息(JKCZ2),组织机构代码信息,水费收集信息(包含企业用水信息),工程建设单位项目业绩信息(JKJS17)
法院,户籍地址,常住人口基本信息,流动人口表,暂住证业务表,流动人口登记表,住房公积金个人公积金年度汇缴明细信息,建设项目情况信息(JKJS3),出租屋详细信息,国税欠税信息,食品经营企业信息,用电量信息表
行政服务中心,地址,纳税信用等级纳税人备案信息,建设工程规划许可证信息JKGH2,用电量信息表,建设用地规划许可证信息,现场检查记录,涉及职业危害作业场所,企业用水信息(JKGZ1),厂企信息（网格）,小作坊信息（网格）,社会团体信息(JKMZ2)
税务局,原值,工商开业登记信息,土地交易信息表,房地产交易信息(JKJS1),发改局基建工程批准立项信息,变更登记信息,高新技术企业认定信息,对外贸易经营者备案登记情况,单位房屋产权信息表,违法违章受处罚企业信息,外国文教类专家信息(JKRS1)
纪委,验证日期,流动人口表,流动人口登记表,暂住证业务表,纳税信用等级纳税人备案信息,用电量信息表,现场检查记录,房屋建筑工程竣工验收备案信息(JKJS6),出租屋详细信息,专业技术人员信息,企业基本信息
镇街3,联系人,慈善组织,社会团体信息(JKMZ2),民办非企业单位信息(JKMZ1),工商开业登记信息,流动人口表,高企认定或拟认定名单,厂企信息（网格）,常住人口基本信息,小作坊信息（网格）,<EOP>
教育局,民族,常住人口基本信息,流动人口表,暂住证业务表,人口基础信息表,流动人口登记表,工商开业登记信息,住房公积金个人公积金年度汇缴明细信息,慈善组织,自然人信息表,房地产交易信息(JKJS1)
政数局,批准日期,建设工程规划许可证信息JKGH2,建设用地规划许可证信息,佛山市安置残疾人单位信息(JKCL1),佛山市农业龙头企业信息,工贸企业安全生产标准化三级达标企业信息,幼儿园,残疾人管理,外国文教类专家信息(JKRS1),单位房屋产权信息表,重点建设项目计划信息
政数局,联系人,高企认定或拟认定名单,厂企信息（网格）,慈善组织,小作坊信息（网格）,对外贸易经营者备案登记情况,涉及职业危害作业场所,行政许可信息（住建）,社会团体信息(JKMZ2),民办非企业单位信息(JKMZ1),企业基本信息
检察院,整备质量,流动人口登记表,暂住证业务表,高新技术企业认定信息,律师基本信息采集表,出租屋详细信息,流动人口表,企业基本信息,组织机构代码信息,住房公积金个人公积金年度汇缴明细信息,房地产交易信息(JKJS1)
检察院,用途,出租屋详细信息,发改局基建工程批准立项信息,流动人口登记表,土地交易信息表,房地产交易信息(JKJS1),暂住证业务表,组织机构代码信息,法定代表人正式信息表,重点建设项目计划信息,工商开业登记信息
农商行,最后更新时间,工商开业登记信息,食品经营企业信息,统一社会信用代码,环保信用严管企业,变更登记信息,纳税信用等级纳税人备案信息,内资企业设立登记公告数据,失信被执行人信息（法人或其他组织）,律师基本信息采集表,厂企信息（网格）
法院,接收日期,单位房屋产权信息表,纳税信用等级纳税人备案信息,暂住证业务表,企业基本信息,高企认定或拟认定名单,食品经营企业信息,残疾人管理,流动人口登记表,住房公积金个人公积金年度汇缴明细信息,流动人口表
城管局,纳税信用等级,纳税信用等级纳税人备案信息,建设工程规划管理验收合格证,失信被执行人信息（自然人）,违法违章受处罚企业信息,用电量信息表,出租屋详细信息,暂住证业务表,高新技术企业认定信息,国税欠税信息,吊销登记信息
法院,结婚日期,流动人口表,流动人口登记表,暂住证业务表,出租屋详细信息,常住人口基本信息,律师基本信息采集表,厂企信息（网格）,小作坊信息（网格）,食品经营企业信息,建设项目情况信息(JKJS3)
纪委,房号,流动人口登记表,出租屋详细信息,暂住证业务表,房地产交易信息(JKJS1),流动人口表,失信被执行人信息（自然人）,用电量信息表,建设项目情况信息(JKJS3),专业技术人员信息,住房公积金个人公积金年度汇缴明细信息
纪委,证件号码,流动人口登记表,暂住证业务表,人口基础信息表,住房公积金个人公积金年度汇缴明细信息,用气信息,自然人信息表,工程建设单位项目业绩信息(JKJS17),专业技术人员信息,流动人口表,厂企信息（网格）
公安,用地性质,建设用地规划许可证信息,土地交易信息表,建设工程规划许可证信息JKGH2,外国文教类专家信息(JKRS1),失信被执行人信息（自然人）,发改局基建工程批准立项信息,出租屋详细信息,佛山市安置残疾人单位信息(JKCL1),用电量信息表,变更登记信息
